username,last_saved,run,topics,user_select,show_voided,sort_by_shot,ascending,null_shots_first,auto_update,auto_scroll,scroll_top,max_rows,fontsize,show_test,GUID,id
vestal,6/1/06,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{C77927CC-D951-E711-ABE8-0050568A3DF0},{C77927CC-D951-E711-ABE8-0050568A3DF0}
mrl,9/7/06,0,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,0,0,0,-1,-1,-1,80,2,Y,{C87927CC-D951-E711-ABE8-0050568A3DF0},{C87927CC-D951-E711-ABE8-0050568A3DF0}
yma,9/26/06,0,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,3,Y,{C97927CC-D951-E711-ABE8-0050568A3DF0},{C97927CC-D951-E711-ABE8-0050568A3DF0}
cornwall,12/21/06,1150917,"('BOLO','CECE','cnpa','CXRS','DPCS','ECE','EDGE','ENGOPS','FILD','GPI','HIREX','HXR','IMPURITIES','LH','MDS-PLUS','MHD','MSE','NEUTRALS','PCI','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','REFLECTOMETER','RF','RF_REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','TCI','THOMPSON','TRANSPORT','TTCI','video','XTOMO')",,N,-1,0,0,-1,-1,-1,320,1,N,{CA7927CC-D951-E711-ABE8-0050568A3DF0},{CA7927CC-D951-E711-ABE8-0050568A3DF0}
anonymous,3/11/05,1120214,"('SESSION_LEADER','SL_PLAN','SL_SUMMARY')",Snipes,O,-1,0,-1,-1,-1,-1,320,1,Y,{CB7927CC-D951-E711-ABE8-0050568A3DF0},{CB7927CC-D951-E711-ABE8-0050568A3DF0}
dterry,3/11/05,1070823,"('LH','PHYSICS_OPERATOR','PO_PLAN','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",,N,0,0,0,-1,-1,-1,320,1,,{CC7927CC-D951-E711-ABE8-0050568A3DF0},{CC7927CC-D951-E711-ABE8-0050568A3DF0}
basse,4/1/05,1050819,"('BOLO','CFP','CXRS','DATA_STORAGE','DISCHARGE_CLEAN','DPCS','ECE','EDGE','HALPHA','HIREX','HXR','IMPURITIES','LPI','MHD','MINI_PROPOSAL','NEUTRALS','NEUTRONS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,1,,{CD7927CC-D951-E711-ABE8-0050568A3DF0},{CD7927CC-D951-E711-ABE8-0050568A3DF0}
krsmith,4/15/05,0,"('LH','PHYSICS_OPERATOR','polar','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{CE7927CC-D951-E711-ABE8-0050568A3DF0},{CE7927CC-D951-E711-ABE8-0050568A3DF0}
fogg,4/22/05,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{CF7927CC-D951-E711-ABE8-0050568A3DF0},{CF7927CC-D951-E711-ABE8-0050568A3DF0}
boivin,5/26/05,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{D07927CC-D951-E711-ABE8-0050568A3DF0},{D07927CC-D951-E711-ABE8-0050568A3DF0}
cochran,6/1/05,0,"('DISCHARGE_CLEAN','ENGOPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','SESSION_LEADER','SL_PLAN')",cochran,N,-1,-1,-1,-1,-1,0,320,3,Y,{D17927CC-D951-E711-ABE8-0050568A3DF0},{D17927CC-D951-E711-ABE8-0050568A3DF0}
tbiewer,6/1/05,0,"('EDGE','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','THOMPSON')",tbiewer,N,-1,0,0,-1,-1,-1,80,2,,{D27927CC-D951-E711-ABE8-0050568A3DF0},{D27927CC-D951-E711-ABE8-0050568A3DF0}
byford,6/2/05,0,"('DISCHARGE_CLEAN','MHD','OPS','PHYSICS_OPERATOR','POWER_SYSTEMS','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,3,Y,{D37927CC-D951-E711-ABE8-0050568A3DF0},{D37927CC-D951-E711-ABE8-0050568A3DF0}
pierson,6/2/05,0,"('DISCHARGE_CLEAN','OPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','SESSION_LEADER','SL_SUMMARY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{D47927CC-D951-E711-ABE8-0050568A3DF0},{D47927CC-D951-E711-ABE8-0050568A3DF0}
rachmcd,6/8/05,1160907,"('BOLO','CECE','CXRS','DNB','ECE','EDGE','HALPHA','HIREX','IMPURITIES','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','THOMPSON','TRANSPORT')",rachmcd,N,-1,0,0,-1,0,-1,80,1,Y,{D57927CC-D951-E711-ABE8-0050568A3DF0},{D57927CC-D951-E711-ABE8-0050568A3DF0}
sears,6/9/05,0,"('DNB','MHD','PHYSICS_OPERATOR','PO_SUMMARY','SESSION_LEADER','SL_SUMMARY')",ME,N,-1,0,0,-1,-1,-1,80,1,,{D67927CC-D951-E711-ABE8-0050568A3DF0},{D67927CC-D951-E711-ABE8-0050568A3DF0}
petty,4/25/06,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{D77927CC-D951-E711-ABE8-0050568A3DF0},{D77927CC-D951-E711-ABE8-0050568A3DF0}
mferrara,6/15/05,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,320,1,,{D87927CC-D951-E711-ABE8-0050568A3DF0},{D87927CC-D951-E711-ABE8-0050568A3DF0}
fitzgerald,6/15/05,0,"('DISCHARGE_CLEAN','dust','OPS','PHYSICS_OPERATOR','PO_PLAN','POWER_SYSTEMS','SESSION_LEADER','SL_PLAN')",ME,N,-1,0,0,-1,-1,-1,80,3,,{D97927CC-D951-E711-ABE8-0050568A3DF0},{D97927CC-D951-E711-ABE8-0050568A3DF0}
abader,6/23/05,0,"('cnpa','CXRS','DNB','dust','ECE','EDGE','HALPHA','HXR','IMPURITIES','LPI','MHD','MSE','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','THOMPSON','video','XTOMO')",,N,-1,0,0,-1,-1,-1,320,1,Y,{DA7927CC-D951-E711-ABE8-0050568A3DF0},{DA7927CC-D951-E711-ABE8-0050568A3DF0}
bespam,6/24/05,1120625,"('CXRS','DISCHARGE_CLEAN','DNB','MINI_PROPOSAL','PI','SESSION_LEADER')",,N,-1,0,0,-1,-1,-1,80,1,Y,{DB7927CC-D951-E711-ABE8-0050568A3DF0},{DB7927CC-D951-E711-ABE8-0050568A3DF0}
duval,5/2/08,1100325,"('PHYSICS_OPERATOR','SESSION_LEADER','SPECTROSCOPY')",,N,-1,0,0,-1,-1,-1,320,1,Y,{DC7927CC-D951-E711-ABE8-0050568A3DF0},{DC7927CC-D951-E711-ABE8-0050568A3DF0}
degrassie,6/29/05,1080722,('SL_SUMMARY'),ME,B,-1,-1,0,-1,-1,-1,80,1,,{DD7927CC-D951-E711-ABE8-0050568A3DF0},{DD7927CC-D951-E711-ABE8-0050568A3DF0}
rice,6/30/05,1160907,('SESSION_LEADER'),rice,N,-1,-1,0,-1,-1,-1,80,1,Y,{DE7927CC-D951-E711-ABE8-0050568A3DF0},{DE7927CC-D951-E711-ABE8-0050568A3DF0}
ince,7/6/05,1070830024,"('HIREX','LH','MHD','OPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','PRESSURE','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','XTOMO')",ince,N,-1,-1,-1,-1,-1,-1,80,1,Y,{DF7927CC-D951-E711-ABE8-0050568A3DF0},{DF7927CC-D951-E711-ABE8-0050568A3DF0}
fiore,7/18/05,1120912,"('NEUTRONS','PCI','PHYSICS_OPERATOR','REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY','Z_METER')",,N,-1,-1,-1,-1,-1,-1,320,1,Y,{E07927CC-D951-E711-ABE8-0050568A3DF0},{E07927CC-D951-E711-ABE8-0050568A3DF0}
ypodpaly,7/21/05,0,"('ECE','ENGOPS','HIREX','MHD','PCI','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ypodpaly,N,-1,0,0,-1,-1,-1,160,1,Y,{E17927CC-D951-E711-ABE8-0050568A3DF0},{E17927CC-D951-E711-ABE8-0050568A3DF0}
grulke,7/25/05,1070628,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,B,-1,0,0,-1,-1,-1,320,2,Y,{E27927CC-D951-E711-ABE8-0050568A3DF0},{E27927CC-D951-E711-ABE8-0050568A3DF0}
engops,7/28/05,0,"('DISCHARGE_CLEAN','ENGOPS','OPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,-1,-1,-1,0,320,1,Y,{E37927CC-D951-E711-ABE8-0050568A3DF0},{E37927CC-D951-E711-ABE8-0050568A3DF0}
zweben,8/24/05,1070801,"('PHYSICS_OPERATOR','PO_PLAN','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",sz,N,-1,0,0,-1,-1,-1,80,1,,{E47927CC-D951-E711-ABE8-0050568A3DF0},{E47927CC-D951-E711-ABE8-0050568A3DF0}
llyons,8/9/05,0,"('EDGE','PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,0,0,0,-1,-1,-1,80,1,,{E57927CC-D951-E711-ABE8-0050568A3DF0},{E57927CC-D951-E711-ABE8-0050568A3DF0}
gierse,9/20/06,1070816,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,-1,0,-1,-1,-1,80,3,,{E67927CC-D951-E711-ABE8-0050568A3DF0},{E67927CC-D951-E711-ABE8-0050568A3DF0}
sscott,8/29/05,1160929,"('PHYSICS_OPERATOR','SESSION_LEADER')",,B,-1,0,0,-1,-1,-1,80,2,Y,{E77927CC-D951-E711-ABE8-0050568A3DF0},{E77927CC-D951-E711-ABE8-0050568A3DF0}
fjk,8/30/05,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{E87927CC-D951-E711-ABE8-0050568A3DF0},{E87927CC-D951-E711-ABE8-0050568A3DF0}
tgraves,9/2/05,0,"('PHYSICS_OPERATOR','RF','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{E97927CC-D951-E711-ABE8-0050568A3DF0},{E97927CC-D951-E711-ABE8-0050568A3DF0}
PSFC\twf,12/6/05,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{EA7927CC-D951-E711-ABE8-0050568A3DF0},{EA7927CC-D951-E711-ABE8-0050568A3DF0}
nsiefert,3/30/07,0,"('cnpa','PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,,{EB7927CC-D951-E711-ABE8-0050568A3DF0},{EB7927CC-D951-E711-ABE8-0050568A3DF0}
pmac,3/31/06,1120710,"('ENGOPS','LH','MINI_PROPOSAL','OPS','PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN')",,N,0,0,0,-1,-1,-1,320,3,Y,{EC7927CC-D951-E711-ABE8-0050568A3DF0},{EC7927CC-D951-E711-ABE8-0050568A3DF0}
mcgehee,4/4/06,1060807,"('OPS','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,0,0,-1,-1,-1,320,1,,{ED7927CC-D951-E711-ABE8-0050568A3DF0},{ED7927CC-D951-E711-ABE8-0050568A3DF0}
bakhtiari,6/21/06,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{EE7927CC-D951-E711-ABE8-0050568A3DF0},{EE7927CC-D951-E711-ABE8-0050568A3DF0}
hmeyer,4/7/06,0,"('BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DNB','DPCS','ECE','EDGE','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','OPS','PCI','PHYSICS_OPERATOR','PI','polar','POWER_SYSTEMS','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RGA','SESSION_LEADER','SL_PLAN','SPECTROSCOPY','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO')",ME,N,-1,0,0,-1,-1,-1,40,3,N,{EF7927CC-D951-E711-ABE8-0050568A3DF0},{EF7927CC-D951-E711-ABE8-0050568A3DF0}
wallaceg,6/29/06,0,"('DNB','DPCS','ENGOPS','HXR','LH','MDS-PLUS','MHD','MSE','OPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','RF','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",,N,-1,0,0,-1,-1,-1,320,3,N,{F07927CC-D951-E711-ABE8-0050568A3DF0},{F07927CC-D951-E711-ABE8-0050568A3DF0}
akanojia,8/28/07,0,"('LH','PHYSICS_OPERATOR','PO_PLAN','SESSION_LEADER','SL_PLAN')",,N,-1,0,0,-1,-1,-1,80,3,Y,{F17927CC-D951-E711-ABE8-0050568A3DF0},{F17927CC-D951-E711-ABE8-0050568A3DF0}
kessel,7/24/06,1160930,"('BOLO','CXRS','ECE','FTCI','GPI','HALPHA','HIREX','IMPURITIES','MHD','NEUTRONS','PCI','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','REFLECTOMETER','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','TCI','THOMPSON','XTOMO')",kessel,N,-1,-1,0,-1,-1,-1,80,1,Y,{F27927CC-D951-E711-ABE8-0050568A3DF0},{F27927CC-D951-E711-ABE8-0050568A3DF0}
PSFC\bosco,4/19/07,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{F37927CC-D951-E711-ABE8-0050568A3DF0},{F37927CC-D951-E711-ABE8-0050568A3DF0}
mdsplus,5/17/07,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{F47927CC-D951-E711-ABE8-0050568A3DF0},{F47927CC-D951-E711-ABE8-0050568A3DF0}
shugayev,6/29/09,0,"('DNB','PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,0,320,2,N,{F57927CC-D951-E711-ABE8-0050568A3DF0},{F57927CC-D951-E711-ABE8-0050568A3DF0}
coco,1/9/08,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{F67927CC-D951-E711-ABE8-0050568A3DF0},{F67927CC-D951-E711-ABE8-0050568A3DF0}
orso,1/15/08,1120131,"('SESSION_LEADER','SL_PLAN')",,N,-1,-1,0,-1,-1,-1,80,1,N,{F77927CC-D951-E711-ABE8-0050568A3DF0},{F77927CC-D951-E711-ABE8-0050568A3DF0}
awisniow,6/16/08,1080522,('DISCHARGE_CLEAN'),,B,-1,-1,0,-1,-1,-1,80,1,Y,{F87927CC-D951-E711-ABE8-0050568A3DF0},{F87927CC-D951-E711-ABE8-0050568A3DF0}
zhang,7/7/09,0,"('PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','THOMPSON')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{F97927CC-D951-E711-ABE8-0050568A3DF0},{F97927CC-D951-E711-ABE8-0050568A3DF0}
brunner,7/14/09,1160930,"('BES','BOLO','CECE','CFP','cnpa','CXRS','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,0,0,0,-1,-1,-1,320,1,Y,{FA7927CC-D951-E711-ABE8-0050568A3DF0},{FA7927CC-D951-E711-ABE8-0050568A3DF0}
jharrison,8/18/15,0,"('EDGE','IMPURITIES','PHYSICS_OPERATOR','PO_PLAN','RF','SESSION_LEADER','SL_PLAN','SPECTROSCOPY')",,N,-1,-1,0,-1,-1,-1,80,1,Y,{FB7927CC-D951-E711-ABE8-0050568A3DF0},{FB7927CC-D951-E711-ABE8-0050568A3DF0}
parkin,6/2/05,0,"('DISCHARGE_CLEAN','DNB','DPCS','EDGE','ENGOPS','LH','NEUTRONS','NEUTS_HARDS','OPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ME,N,-1,0,0,-1,-1,-1,80,3,N,{FC7927CC-D951-E711-ABE8-0050568A3DF0},{FC7927CC-D951-E711-ABE8-0050568A3DF0}
lianglin,6/3/05,1110227,"('PI','PO_SUMMARY','polar')",ME,N,-1,0,0,-1,-1,-1,320,3,Y,{FD7927CC-D951-E711-ABE8-0050568A3DF0},{FD7927CC-D951-E711-ABE8-0050568A3DF0}
twftest,8/30/05,0,,ME,B,-1,-1,0,-1,-1,-1,80,1,,{FE7927CC-D951-E711-ABE8-0050568A3DF0},{FE7927CC-D951-E711-ABE8-0050568A3DF0}
maddison,4/26/06,1010731,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_SUMMARY')",ME,B,-1,0,0,-1,-1,-1,80,3,,{FF7927CC-D951-E711-ABE8-0050568A3DF0},{FF7927CC-D951-E711-ABE8-0050568A3DF0}
clementson,11/2/11,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{007A27CC-D951-E711-ABE8-0050568A3DF0},{007A27CC-D951-E711-ABE8-0050568A3DF0}
mikk,7/25/06,1060726,"('ECE','PHYSICS_OPERATOR','PO_PLAN','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{017A27CC-D951-E711-ABE8-0050568A3DF0},{017A27CC-D951-E711-ABE8-0050568A3DF0}
takase,8/7/07,1100812,"('PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",,N,-1,-1,0,-1,-1,-1,80,3,Y,{027A27CC-D951-E711-ABE8-0050568A3DF0},{027A27CC-D951-E711-ABE8-0050568A3DF0}
ochoukov,6/29/07,1150821,"('EDGE','GPI','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','PRESSURE','REFLECTOMETER','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",,N,-1,0,0,-1,-1,-1,80,3,Y,{037A27CC-D951-E711-ABE8-0050568A3DF0},{037A27CC-D951-E711-ABE8-0050568A3DF0}
agraf,5/1/07,1080515,"('PO_SUMMARY','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{047A27CC-D951-E711-ABE8-0050568A3DF0},{047A27CC-D951-E711-ABE8-0050568A3DF0}
dernst,8/31/07,1160930,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,0,0,0,-1,-1,-1,320,1,N,{057A27CC-D951-E711-ABE8-0050568A3DF0},{057A27CC-D951-E711-ABE8-0050568A3DF0}
sips,1/31/08,1080414,('SL_PLAN'),ME,N,-1,0,0,-1,-1,-1,160,3,Y,{067A27CC-D951-E711-ABE8-0050568A3DF0},{067A27CC-D951-E711-ABE8-0050568A3DF0}
nthoward,8/29/09,1101014,"('SESSION_LEADER','SL_PLAN','SL_SUMMARY')",,N,0,0,0,-1,0,-1,80,1,Y,{077A27CC-D951-E711-ABE8-0050568A3DF0},{077A27CC-D951-E711-ABE8-0050568A3DF0}
jinseok,4/22/08,0,"('DNB','MSE','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{087A27CC-D951-E711-ABE8-0050568A3DF0},{087A27CC-D951-E711-ABE8-0050568A3DF0}
agostini,11/24/09,1091124,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SPECTROSCOPY')",,N,-1,-1,0,-1,-1,-1,80,1,Y,{097A27CC-D951-E711-ABE8-0050568A3DF0},{097A27CC-D951-E711-ABE8-0050568A3DF0}
sgbaek,6/9/08,1070824,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,-1,0,0,-1,-1,-1,320,2,Y,{0A7A27CC-D951-E711-ABE8-0050568A3DF0},{0A7A27CC-D951-E711-ABE8-0050568A3DF0}
burke,9/12/08,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{0B7A27CC-D951-E711-ABE8-0050568A3DF0},{0B7A27CC-D951-E711-ABE8-0050568A3DF0}
