username,last_saved,run,topics,user_select,show_voided,sort_by_shot,ascending,null_shots_first,auto_update,auto_scroll,scroll_top,max_rows,fontsize,show_test,GUID,id
pbsnyder,9/10/09,1160930,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{0C7A27CC-D951-E711-ABE8-0050568A3DF0},{0C7A27CC-D951-E711-ABE8-0050568A3DF0}
gung,10/15/08,1071113,('DNB'),granetz,N,-1,-1,0,-1,-1,-1,80,1,Y,{0D7A27CC-D951-E711-ABE8-0050568A3DF0},{0D7A27CC-D951-E711-ABE8-0050568A3DF0}
bernert,12/8/08,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{0E7A27CC-D951-E711-ABE8-0050568A3DF0},{0E7A27CC-D951-E711-ABE8-0050568A3DF0}
behlmann,7/5/11,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,0,0,0,-1,-1,-1,80,1,,{0F7A27CC-D951-E711-ABE8-0050568A3DF0},{0F7A27CC-D951-E711-ABE8-0050568A3DF0}
rmchurch,3/18/09,0,"('BES','BOLO','CFP','cnpa','CXRS','DNB','DPCS','dust','ECE','EDGE','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",*,N,-1,0,0,-1,-1,-1,80,1,N,{107A27CC-D951-E711-ABE8-0050568A3DF0},{107A27CC-D951-E711-ABE8-0050568A3DF0}
jrwalk,8/11/09,1151006,"('CECE','CXRS','ECE','EDGE','GPI','HALPHA','HIREX','HXR','IMPURITIES','MHD','NEUTRALS','OPS','PCI','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','REFLECTOMETER','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','TCI','THOMPSON','TRANSPORT')",,N,-1,0,0,-1,-1,-1,80,2,Y,{117A27CC-D951-E711-ABE8-0050568A3DF0},{117A27CC-D951-E711-ABE8-0050568A3DF0}
miller,7/27/09,1120613,"('EDGE','IMPURITIES','MINI_PROPOSAL','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ME,N,-1,-1,0,0,0,-1,80,2,Y,{127A27CC-D951-E711-ABE8-0050568A3DF0},{127A27CC-D951-E711-ABE8-0050568A3DF0}
scully,9/14/09,0,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{137A27CC-D951-E711-ABE8-0050568A3DF0},{137A27CC-D951-E711-ABE8-0050568A3DF0}
brookman,3/19/12,1140821,"('AVAILABILITY','CXRS','DNB','ECE','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','PRESSURE','RF_MONITOR','SPECTROSCOPY')",,N,-1,0,-1,-1,-1,-1,320,1,Y,{147A27CC-D951-E711-ABE8-0050568A3DF0},{147A27CC-D951-E711-ABE8-0050568A3DF0}
golynyk,9/24/09,1090925,"('BES','BOLO','CFP','cnpa','CXRS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,0,0,0,-1,-1,-1,320,2,Y,{157A27CC-D951-E711-ABE8-0050568A3DF0},{157A27CC-D951-E711-ABE8-0050568A3DF0}
GARNIER,4/10/14,0,"('FTCI','MINI_PROPOSAL','NEUTRONS','PHYSICS_OPERATOR','polar','SESSION_LEADER','SL_PLAN','SL_SUMMARY','TCI')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{167A27CC-D951-E711-ABE8-0050568A3DF0},{167A27CC-D951-E711-ABE8-0050568A3DF0}
jungpyo,2/16/10,1110128,('ECE'),,N,-1,-1,0,-1,-1,-1,80,1,Y,{177A27CC-D951-E711-ABE8-0050568A3DF0},{177A27CC-D951-E711-ABE8-0050568A3DF0}
graves,11/23/09,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{187A27CC-D951-E711-ABE8-0050568A3DF0},{187A27CC-D951-E711-ABE8-0050568A3DF0}
groebner,12/10/09,10912011,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",Wukitch,N,-1,-1,0,-1,-1,-1,80,1,N,{197A27CC-D951-E711-ABE8-0050568A3DF0},{197A27CC-D951-E711-ABE8-0050568A3DF0}
putterich,2/22/10,1140129,"('BOLO','OPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','THOMPSON')",,B,-1,0,0,-1,-1,-1,80,1,Y,{1A7A27CC-D951-E711-ABE8-0050568A3DF0},{1A7A27CC-D951-E711-ABE8-0050568A3DF0}
spad12,2/26/10,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,0,0,-1,-1,-1,80,1,,{1B7A27CC-D951-E711-ABE8-0050568A3DF0},{1B7A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,3/1/10,1120517,"('HIREX','SL_PLAN')",,N,-1,0,0,0,-1,-1,320,2,Y,{1C7A27CC-D951-E711-ABE8-0050568A3DF0},{1C7A27CC-D951-E711-ABE8-0050568A3DF0}
kuang,10/7/14,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,1,N,{1D7A27CC-D951-E711-ABE8-0050568A3DF0},{1D7A27CC-D951-E711-ABE8-0050568A3DF0}
houshmandyar,11/10/14,1160831,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,-1,0,0,-1,-1,-1,160,2,Y,{1E7A27CC-D951-E711-ABE8-0050568A3DF0},{1E7A27CC-D951-E711-ABE8-0050568A3DF0}
tinguely,12/11/14,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,320,2,Y,{1F7A27CC-D951-E711-ABE8-0050568A3DF0},{1F7A27CC-D951-E711-ABE8-0050568A3DF0}
rmaingi,4/7/06,0,"('PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','THOMPSON')",ME,N,-1,0,0,-1,-1,-1,320,1,Y,{207A27CC-D951-E711-ABE8-0050568A3DF0},{207A27CC-D951-E711-ABE8-0050568A3DF0}
angelini,6/21/07,0,"('DPCS','MHD','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,-1,-1,-1,0,80,2,,{217A27CC-D951-E711-ABE8-0050568A3DF0},{217A27CC-D951-E711-ABE8-0050568A3DF0}
xupeng,12/3/09,1120912,"('LH','PHYSICS_OPERATOR','polar')",ME,N,0,0,0,-1,-1,-1,80,3,Y,{227A27CC-D951-E711-ABE8-0050568A3DF0},{227A27CC-D951-E711-ABE8-0050568A3DF0}
porkolab,2/26/08,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,-1,0,0,-1,-1,-1,80,2,Y,{237A27CC-D951-E711-ABE8-0050568A3DF0},{237A27CC-D951-E711-ABE8-0050568A3DF0}
arsenault,1/18/08,0,"('ENGOPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",arsenault,N,-1,-1,-1,-1,-1,0,80,2,Y,{247A27CC-D951-E711-ABE8-0050568A3DF0},{247A27CC-D951-E711-ABE8-0050568A3DF0}
silveira,1/25/08,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{257A27CC-D951-E711-ABE8-0050568A3DF0},{257A27CC-D951-E711-ABE8-0050568A3DF0}
rkube,3/23/12,1120210007,('EDGE'),brunner,N,-1,-1,0,-1,-1,-1,80,1,N,{267A27CC-D951-E711-ABE8-0050568A3DF0},{267A27CC-D951-E711-ABE8-0050568A3DF0}
dsutherl,9/16/10,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{277A27CC-D951-E711-ABE8-0050568A3DF0},{277A27CC-D951-E711-ABE8-0050568A3DF0}
liao,6/23/09,1160901,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",liao,N,0,0,0,-1,-1,-1,320,1,Y,{287A27CC-D951-E711-ABE8-0050568A3DF0},{287A27CC-D951-E711-ABE8-0050568A3DF0}
pennajm,6/2/15,0,('PHYSICS_OPERATOR'),FIORE,N,-1,-1,0,-1,0,-1,80,1,Y,{297A27CC-D951-E711-ABE8-0050568A3DF0},{297A27CC-D951-E711-ABE8-0050568A3DF0}
mochung,8/9/11,1120424,('DNB'),me,N,-1,0,0,-1,-1,-1,80,1,Y,{2A7A27CC-D951-E711-ABE8-0050568A3DF0},{2A7A27CC-D951-E711-ABE8-0050568A3DF0}
whitea,4/21/10,1100305,"('CECE','ECE','GPI','HIREX','IMPURITIES','PHYSICS_OPERATOR','PO_PLAN','REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",,N,-1,0,0,0,-1,-1,80,3,Y,{2B7A27CC-D951-E711-ABE8-0050568A3DF0},{2B7A27CC-D951-E711-ABE8-0050568A3DF0}
beiersdorfer,5/21/10,1100308,"('HIREX','IMPURITIES','PHYSICS_OPERATOR','SESSION_LEADER','SPECTROSCOPY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{2C7A27CC-D951-E711-ABE8-0050568A3DF0},{2C7A27CC-D951-E711-ABE8-0050568A3DF0}
pace,6/4/10,1161115,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,-1,0,0,-1,-1,-1,80,3,Y,{2D7A27CC-D951-E711-ABE8-0050568A3DF0},{2D7A27CC-D951-E711-ABE8-0050568A3DF0}
mumgaard,6/17/10,0,"('CXRS','DATA_STORAGE','DNB','ECE','EDGE','ENGOPS','GPI','HIREX','IMPURITIES','LH','MHD','MINI_PROPOSAL','MSE','NEUTRALS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','PRESSURE','REFLECTOMETER','RF','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','THOMPSON','XTOMO')",mumgaard,N,-1,0,0,-1,-1,-1,320,2,N,{2E7A27CC-D951-E711-ABE8-0050568A3DF0},{2E7A27CC-D951-E711-ABE8-0050568A3DF0}
wfbergerson,6/21/10,1120921,"('PHYSICS_OPERATOR','polar')",wfbergerson,N,-1,0,0,-1,-1,-1,320,2,Y,{2F7A27CC-D951-E711-ABE8-0050568A3DF0},{2F7A27CC-D951-E711-ABE8-0050568A3DF0}
ldelgado,7/7/10,1140815,"('BOLO','CXRS','GPI','HIREX','IMPURITIES','MHD','PCI','PHYSICS_OPERATOR','SESSION_LEADER','SPECTROSCOPY','TCI','XTOMO')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{307A27CC-D951-E711-ABE8-0050568A3DF0},{307A27CC-D951-E711-ABE8-0050568A3DF0}
kgarot,9/20/10,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{317A27CC-D951-E711-ABE8-0050568A3DF0},{317A27CC-D951-E711-ABE8-0050568A3DF0}
sck83,9/22/10,0,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{327A27CC-D951-E711-ABE8-0050568A3DF0},{327A27CC-D951-E711-ABE8-0050568A3DF0}
hartwig,10/24/13,1121113,('DISCHARGE_CLEAN'),ME,N,0,0,0,-1,-1,-1,80,1,Y,{337A27CC-D951-E711-ABE8-0050568A3DF0},{337A27CC-D951-E711-ABE8-0050568A3DF0}
flr,3/2/11,1150819,"('EDGE','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','TESTING','TESTING2')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{347A27CC-D951-E711-ABE8-0050568A3DF0},{347A27CC-D951-E711-ABE8-0050568A3DF0}
frassinetti,3/21/11,0,"('PHYSICS_OPERATOR','SESSION_LEADER','THOMPSON')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{357A27CC-D951-E711-ABE8-0050568A3DF0},{357A27CC-D951-E711-ABE8-0050568A3DF0}
tala,1/12/11,1160909,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{367A27CC-D951-E711-ABE8-0050568A3DF0},{367A27CC-D951-E711-ABE8-0050568A3DF0}
wright,4/5/11,1110406,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{377A27CC-D951-E711-ABE8-0050568A3DF0},{377A27CC-D951-E711-ABE8-0050568A3DF0}
montes,2/2/17,0,"('HIREX','PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{387A27CC-D951-E711-ABE8-0050568A3DF0},{387A27CC-D951-E711-ABE8-0050568A3DF0}
mrobin,9/2/11,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{397A27CC-D951-E711-ABE8-0050568A3DF0},{397A27CC-D951-E711-ABE8-0050568A3DF0}
npablant,5/2/12,0,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,160,1,Y,{3A7A27CC-D951-E711-ABE8-0050568A3DF0},{3A7A27CC-D951-E711-ABE8-0050568A3DF0}
beltran,11/26/11,1111118,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{3B7A27CC-D951-E711-ABE8-0050568A3DF0},{3B7A27CC-D951-E711-ABE8-0050568A3DF0}
minhdinh,5/9/12,0,"('BOLO','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{3C7A27CC-D951-E711-ABE8-0050568A3DF0},{3C7A27CC-D951-E711-ABE8-0050568A3DF0}
dkwak,3/11/15,1120626,"('HIREX','SPECTROSCOPY','THOMPSON')",,B,-1,-1,0,-1,-1,-1,80,1,Y,{3D7A27CC-D951-E711-ABE8-0050568A3DF0},{3D7A27CC-D951-E711-ABE8-0050568A3DF0}
mordijck,8/4/15,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,0,0,0,-1,-1,-1,80,1,Y,{3E7A27CC-D951-E711-ABE8-0050568A3DF0},{3E7A27CC-D951-E711-ABE8-0050568A3DF0}
lgoggin,7/16/15,1120221,"('PHYSICS_OPERATOR','SESSION_LEADER')",,N,-1,-1,0,-1,-1,-1,80,1,Y,{3F7A27CC-D951-E711-ABE8-0050568A3DF0},{3F7A27CC-D951-E711-ABE8-0050568A3DF0}
goldston,8/5/15,0,"('EDGE','MHD','PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{407A27CC-D951-E711-ABE8-0050568A3DF0},{407A27CC-D951-E711-ABE8-0050568A3DF0}
pablorf,9/11/15,1150903,"('IMPURITIES','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','TRANSPORT')",,N,-1,0,0,-1,0,-1,320,3,Y,{417A27CC-D951-E711-ABE8-0050568A3DF0},{417A27CC-D951-E711-ABE8-0050568A3DF0}
bravenec,3/23/07,0,"('BES','DNB','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{427A27CC-D951-E711-ABE8-0050568A3DF0},{427A27CC-D951-E711-ABE8-0050568A3DF0}
loarte,9/2/09,1161115,"('SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{437A27CC-D951-E711-ABE8-0050568A3DF0},{437A27CC-D951-E711-ABE8-0050568A3DF0}
nsmick,4/3/07,1071221,"('cnpa','EDGE','ENGOPS','HIREX','OPS','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','video')",ME,N,-1,0,0,-1,-1,-1,80,3,Y,{447A27CC-D951-E711-ABE8-0050568A3DF0},{447A27CC-D951-E711-ABE8-0050568A3DF0}
arai,2/17/10,0,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{457A27CC-D951-E711-ABE8-0050568A3DF0},{457A27CC-D951-E711-ABE8-0050568A3DF0}
